"gene_names","logFC","logCPM","LR","PValue","FDR","TICI1","TICI2","TICI3","TICI4","TICI5","VEH1","VEH3","VEH4","VEH5","peptide_no","percent_sequence_coverage","mol_weight","q_value","score","intensity","msms_count","protein_ids","protein_names"
"Tomm20",0.0505647796455716,5.86978108611778,0.15837478540714,0.690657241089933,0.999672994216681,15562,18694,18334,20556,21570,17685,19246,18012,20324,3,27.6,16.284,0,4.6986,237010000,3,"Q62760","Mitochondrial import receptor subunit TOM20 homolog"
"Tomm22",0.089094296396005,7.34449104257034,0.492116573333135,0.482984665744092,0.999672994216681,52932,47657,53482,54070,58073,51691,51006,49400,53668,2,16.2,15.49,0,16.524,936790000,6,"Q75Q41","Mitochondrial import receptor subunit TOM22 homolog"
"Tomm34",-0.0311280660845778,4.58189803493929,0.0598844325202634,0.806678692901755,0.999672994216681,6578.2,6724.6,7680.7,7610.5,9417.2,6849,7877.2,8579.5,8523.4,1,4.9,34.461,0,12.352,87399000,3,"Q3KRD5","Mitochondrial import receptor subunit TOM34"
"Tomm40",-0.00727376603605984,8.51169610017785,0.00329076223329139,0.954254311049911,0.999672994216681,105850,101200,118960,122270,134300,107910,119960,120590,132420,2,12.5,37.919,0,23.598,908180000,9,"Q75Q40","Mitochondrial import receptor subunit TOM40 homolog"
"Tomm70a",0.0644758718066688,7.79459002129512,0.257987660066306,0.61150604200461,0.999672994216681,75362,56994,82740,69365,77565,71912,70980,67752,73110,4,6.4,67.444,0,9.06,1149100000,8,"Q75Q39","Mitochondrial import receptor subunit TOM70"
"Top1",0.097105365402756,8.32155816599999,0.584776447428567,0.444446172646222,0.999672994216681,100010,91847,109020,108520,116830,98614,101840,98115,105320,4,6.1,90.759,0,14.71,1023500000,10,"Q9WUL0","DNA topoisomerase 1"
"Tpd52l2",0.0295195268665241,5.71334977536741,0.053989260796925,0.816261604106876,0.999672994216681,17049,14156,19336,14045,20213,18775,16179,14255,18789,2,13.2,23.992,0,6.1434,420030000,3,"Q6PCT3","Tumor protein D54"
"Tpi1",-0.0898141472106082,11.1699024218241,0.502919867561104,0.478219959657948,0.999672994216681,782240,639580,659580,694270,791490,835880,695280,755770,837450,16,66.7,26.849,0,132.12,3.7239e+10,62,"P48500","Triosephosphate isomerase"
"Tpm1",0.0993363813158385,9.35988339600882,0.612093347991106,0.434000714608243,0.999672994216681,185090,190830,228480,187780,297020,178220,213880,186590,253970,11,32.7,32.68,0,42.138,2216600000,16,"P04692","Tropomyosin alpha-1 chain"
"Tpm3",0.0301673108987677,9.38945418278057,0.0565618126231868,0.812015063316143,0.999672994216681,218040,187940,205480,217410,252680,231920,194750,208420,233790,21,65.7,29.006,0,29.494,1.188e+10,34,"Q63610","Tropomyosin alpha-3 chain"
"Tpm4",0.0955993531727849,10.2319744188499,0.567037989964774,0.451438346783358,0.999672994216681,400190,354720,387390,359930,475940,412390,343640,337740,425790,22,65.3,28.509,0,67.94,2.6688e+10,58,"P09495","Tropomyosin alpha-4 chain"
"Tpp1",-0.206410020110196,7.46713750372462,2.659918847664,0.102905984651568,0.999672994216681,48643,48267,54991,51626,61089,56884,63417,61985,68729,4,9.9,61.332,0,21.089,3355200000,12,"Q9EQV6","Tripeptidyl-peptidase 1"
"Tpp2",-0.0279049269034147,8.72344475023412,0.0484609709919823,0.825763270616384,0.999672994216681,144000,113120,140400,124890,146210,154940,129200,130630,144550,5,7.4,138.29,0,31.313,653530000,11,"Q64560","Tripeptidyl-peptidase 2"
"Tpr",-0.179533496983682,7.18703139065243,2.01090311545113,0.156172326738298,0.999672994216681,47953,34318,49200,41032,47441,67413,46001,42875,46837,4,2.3,267.3,0,29.093,673260000,5,"F1MA98","Nucleoprotein TPR"
"Tprg1l",0.0474478983010357,6.11175703411932,0.139528559962177,0.708750137936133,0.999672994216681,22356,19787,25386,22214,21937,25618,21545,21196,20280,1,6.8,29.844,0,5.3982,328640000,3,"A8WCF8","Tumor protein p63-regulated gene 1-like protein"
"Tpt1",0.110802930543428,10.1597147791114,0.761386840461455,0.382894862674564,0.999672994216681,312400,383220,330100,417620,442060,263330,364050,416850,397450,6,36,19.462,0,51.887,1.1814e+10,26,"P63029","Translationally-controlled tumor protein"
"Tra2b",-0.0403952989053062,10.3682934647886,0.101613116195949,0.749902352429507,0.999672994216681,430410,322780,500030,387520,448160,506110,441240,384060,423010,6,26.7,33.665,0,63.971,2926700000,19,"P62997","Transformer-2 protein homolog beta"
"Trap1",-0.153921159253731,6.6190742381048,1.47648338687645,0.22432554062187,0.999672994216681,30116,24292,33128,27975,34355,36350,32468,32705,34858,5,6.8,80.46,0,13.136,785790000,7,"Q5XHZ0","Heat shock protein 75 kDa, mitochondrial"
"Trappc3",-0.077340209251396,6.63982936970421,0.372177930810505,0.54181949613273,0.999672994216681,32799,25552,34198,27825,35265,38791,31519,29109,34980,2,10.6,20.302,0,8.3594,558010000,5,"Q5U1Z2","Trafficking protein particle complex subunit 3"
"Trim2",0.0184881463798461,5.07832006614188,0.0211436512121566,0.884388301458479,0.999672994216681,10137,9352,13684,9655.3,11456,12581,10102,9684.6,11538,1,2.7,81.426,0,12.851,191680000,3,"D3ZQG6","Tripartite motif-containing protein 2"
"Trim23",-0.0701535323569128,6.46372320151944,0.306102234388572,0.580081917808159,0.999672994216681,27515,23516,25600,29919,31383,30602,30762,27240,30136,1,1.7,63.892,0,2.5248,173300000,4,"P36407","E3 ubiquitin-protein ligase TRIM23"
"Trim28",-0.0446272969034856,10.0929290946587,0.124028388329862,0.724705791977994,0.999672994216681,327060,293770,350570,357950,393200,349560,359870,356380,392130,12,23.1,88.955,0,84.35,5161200000,37,"O08629","Transcription intermediary factor 1-beta"
"Trim9",-0.194153693620172,6.40016982633931,2.35030039142339,0.125258868280508,0.999672994216681,20667,24656,25227,26066,30224,22759,33568,29636,33577,2,8.2,79.205,0,16.415,207270000,4,"Q91ZY8","E3 ubiquitin-protein ligase TRIM9"
"Tsc22d4",0.0664592181286789,5.22794962932319,0.272998405276184,0.601327471893243,0.999672994216681,11784,10238,14770,11358,12960,12773,11116,11224,12741,1,4.7,40.04,0,6.4788,42561000,1,"Q3B8N7","TSC22 domain family protein 4"
"Tsg101",0.0361828273958794,5.8756134571399,0.0811284724669363,0.775773925040637,0.999672994216681,17161,16723,19531,19057,22544,18158,19574,18192,20024,1,2.6,44.077,0,4.9227,66770000,1,"Q6IRE4","Tumor susceptibility gene 101 protein"
"Tst",0.0101369256178749,10.0324532332874,0.00639050068662073,0.93628449324582,0.999672994216681,277640,317030,336480,380170,364590,281440,341570,367950,381040,6,37.4,33.406,0,50.458,5871700000,20,"P24329","Thiosulfate sulfurtransferase"
"Tuba1a;Tuba3a",-0.0237112528784176,13.5454893963045,0.0350003822368308,0.851594858359537,0.999672994216681,3173500,3445300,3852700,3850100,4698600,3337400,4078200,4050900,4398300,32,70.7,50.135,0,323.31,3.44e+11,307,"P68370;Q68FR8","Tubulin alpha-1A chain;Tubulin alpha-3 chain"
"Tuba1b",0.0116734998731516,9.42577123672529,0.00847360438024225,0.926656579577649,0.999672994216681,191430,207450,222240,214380,268570,195340,232750,230610,240640,32,70.7,50.151,0,29.895,3.4114e+10,41,"Q6P9V9","Tubulin alpha-1B chain"
"Tuba1c",0.00944388291544143,7.50296023704522,0.00554210131565469,0.940656071947906,0.999672994216681,63364,48245,57718,55596,65569,70530,56643,52150,56750,31,65.7,49.937,0,19.828,777310000,6,"Q6AYZ1","Tubulin alpha-1C chain"
"Tuba4a",-0.0888126385661166,6.80200060813453,0.491005168302706,0.48347926422979,0.999672994216681,33549,27893,35824,36102,40505,35467,38394,37023,40601,28,66.3,49.924,0,9.7265,523250000,5,"Q5XIF6","Tubulin alpha-4A chain"
"Tubb2a;Tubb2b",-0.0290942884956444,13.0318504239018,0.0527028479029923,0.818425137141974,0.999672994216681,2470000,2313400,2759100,2600800,3140400,2638300,2760100,2688600,3031500,27,69,49.906,0,323.31,3.48e+11,223,"P85108;Q3KRE8","Tubulin beta-2A chain;Tubulin beta-2B chain"
"Tubb3",-0.1381237428451,6.56567348378431,1.18850179525191,0.275631970354054,0.999672994216681,29577,26098,31979,24364,32678,33221,27709,40824,28607,15,30.9,50.418,0,6.9989,2126700000,7,"Q4QRB4","Tubulin beta-3 chain"
"Tubb4b",-0.0180345097473057,11.4939193752965,0.0202437392385946,0.886858452565907,0.999672994216681,834540,766220,949220,947100,1101000,827860,976240,970040,1042200,27,67.6,49.8,0,139.66,7.5747e+10,71,"Q6P9T8","Tubulin beta-4B chain"
"Tubb5",0.0104786040516398,9.9186270615959,0.00682840559875331,0.93414243262668,0.999672994216681,271030,290470,296400,309190,386740,270290,308910,331820,356610,27,69.1,49.67,0,95.079,3.2791e+10,35,"P69897","Tubulin beta-5 chain"
"Tubg1",0.036436115986298,6.04916445591541,0.0822961004432621,0.774209588437461,0.999672994216681,19409,18569,24792,20016,24372,22142,20398,20336,22707,1,6,51.1,0,14.321,299380000,5,"P83888","Tubulin gamma-1 chain"
"Tufm",0.0547381618458082,10.2700956578482,0.186119631985093,0.666166030259141,0.999672994216681,338060,376360,382420,445350,463530,325410,397440,425310,441750,18,47.8,49.522,0,118.01,1.152e+10,47,"P85834","Elongation factor Tu, mitochondrial"
"Twf1",-0.0167303436260207,4.87183484299285,0.0173160458547272,0.895308241664304,0.999672994216681,8042.6,8729,9313.8,10118,10260,8319.2,9169.1,10175,11092,2,8.3,40.09,0,5.3234,153730000,2,"Q5RJR2","Twinfilin-1"
"Txndc12",0.0126714864008434,7.74200686446826,0.00997834930753783,0.920430315455285,0.999672994216681,60954,62742,70608,70488,78607,65744,68682,69367,75885,3,21.2,19.018,0,13.481,1094800000,6,"Q498E0","Thioredoxin domain-containing protein 12"
"Txnl1",0.0202251536867788,9.33349965254038,0.0254298932195525,0.873300538002908,0.999672994216681,179850,204150,192150,218600,240500,168160,202890,220240,252130,6,36.7,32.249,0,72.897,3037400000,15,"Q920J4","Thioredoxin-like protein 1"
"Txnrd1",0.0851753837135824,10.2691144106615,0.450261005312768,0.502211033163125,0.999672994216681,346410,376600,391340,445820,462180,364760,362890,411390,428370,15,41.5,54.67,0,115.98,4972900000,33,"O89049","Thioredoxin reductase 1, cytoplasmic"
"U2af1l4",-0.00341734107969277,7.77221721956409,0.000726052760029461,0.978503309638287,0.999672994216681,64081,63084,72181,69430,80170,70317,74915,70367,71165,1,3.6,25.836,0,1.9464,330020000,3,"Q7TP17","Splicing factor U2AF 26 kDa subunit"
"Uba1",0.171217942753655,11.6147484594828,1.81479416907769,0.17793419270341,0.999672994216681,1089100,929220,1034700,1017000,1196400,945680,914120,943980,1042100,36,47.7,117.79,0,323.31,2.7025e+10,101,"Q5U300","Ubiquitin-like modifier-activating enzyme 1"
"Uba3",0.0290702589169025,7.79933351313342,0.0524960919115074,0.818775449834714,0.999672994216681,63893,68654,70320,73043,82727,61202,70224,75368,82998,5,26.2,51.723,0,25.386,922920000,11,"Q99MI7","NEDD8-activating enzyme E1 catalytic subunit"
"Uba5",-0.210664362027207,2.72740738309372,2.70066185505275,0.100306598375771,0.999672994216681,1280.6,2033.9,1513.7,2602.5,2456.2,1616.1,2133.2,2898.3,2788.8,1,6.7,44.895,0,2.8095,168100000,1,"Q5M7A4","Ubiquitin-like modifier-activating enzyme 5"
"Ube2d1",-0.188216812678192,2.49592948063788,2.14489812966114,0.143044531084953,0.999672994216681,1333.1,1789.2,1756.7,1705.7,1861.6,1532.1,1958.9,2209.7,2257,2,30.6,16.602,0,9.4559,18820000,1,"D3ZDK2","Ubiquitin-conjugating enzyme E2 D1"
"Ube2d2;Ube2d3",-0.00832372433358619,7.59443139026927,0.00430758010952559,0.947670686248457,0.999672994216681,69615,50132,68810,52685,66404,75065,66043,53776,58213,2,28.6,16.735,0,42.915,3756500000,10,"P62839;P61078","Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3"
"Ube2i",-0.135610306897973,5.53415677952768,1.1433249829343,0.28495083666458,0.999672994216681,14501,11404,13954,14473,16746,19460,14237,14459,15537,2,27.2,18.007,0,8.7407,1219400000,5,"P63281","SUMO-conjugating enzyme UBC9"
"Ube2n",0.0134302553462201,8.88428970446659,0.0112140532790477,0.915664528866178,0.999672994216681,150780,134670,158380,145890,167360,149510,155500,153180,158100,5,32.2,17.124,0,25.857,5848400000,18,"Q9EQX9","Ubiquitin-conjugating enzyme E2 N"
"Ube2v2",0.0915017392744606,7.43751702065149,0.519070540274129,0.471238432539152,0.999672994216681,55419,56793,49895,57495,63783,49160,52802,57026,60785,3,20,16.353,0,12.641,2469500000,10,"Q7M767","Ubiquitin-conjugating enzyme E2 variant 2"
"Ube2z",0.0209608513601065,2.75454915694706,0.02661190527283,0.870414852773773,0.999672994216681,2338.8,2065.4,1999.1,1975,2414.7,1686.3,2416.2,1857.9,2871.8,1,6.5,38.352,0,5.3962,30808000,1,"Q3B7D1","Ubiquitin-conjugating enzyme E2 Z"
"Ube4a",0.012929419686148,7.14847396397199,0.0103842060172354,0.918833728651145,0.999672994216681,43530,38186,48244,46253,51664,45581,45451,45853,48201,2,3.6,122.38,0,17.003,361330000,5,"Q6P7A2","Ubiquitin conjugation factor E4 A"
"Ubl4a",-0.00280788896057782,5.24213694082114,0.000488245845048141,0.982371149276273,0.999672994216681,12162,11490,10886,11988,13679,12345,12402,12617,12251,1,9.6,17.79,0,5.0279,29572000,1,"B2GV38","Ubiquitin-like protein 4A"
"Ublcp1",-0.0979105968014563,4.90337259854744,0.594263050275579,0.440775342226896,0.999672994216681,10497,7225.7,9535.2,8798,10313,11598,9489,9268.7,10267,1,4.4,36.866,0,4.6112,87105000,3,"Q5FWT7","Ubiquitin-like domain-containing CTD phosphatase 1"
"Ubqln1",-0.00512824227564622,7.04531831955586,0.00163423191656875,0.967753793654693,0.999672994216681,42042,35688,46936,38699,47472,48412,42473,36972,45441,3,11.5,62.071,0,13.253,771330000,8,"Q9JJP9","Ubiquilin-1"
"Ubr4",0.0748038887519756,8.00500934321976,0.347194728221666,0.55570543823395,0.999672994216681,81995,74200,88519,81001,93888,82027,80135,76049,89167,9,3.4,573.79,0,61.907,936990000,15,"Q2TL32","E3 ubiquitin-protein ligase UBR4"
"Ubxn1",-0.0104072543121637,6.24244791362339,0.00672461900035159,0.934643712105064,0.999672994216681,26408,18553,27391,22026,26315,28024,23035,22749,25681,2,12.8,33.581,0,29.552,375660000,2,"Q499N6","UBX domain-containing protein 1"
"Ubxn4",-0.00812052899757451,6.9314415841469,0.00409761920491292,0.948960155188278,0.999672994216681,34445,34548,40730,37929,47386,34879,42456,39429,44148,3,9.5,56.393,0,14.862,605750000,6,"Q5HZY0","UBX domain-containing protein 4"
"Uchl1",-0.0649751796767021,8.54698999918851,0.262957798316165,0.608095350953508,0.999672994216681,92690,117510,98779,136200,139750,94504,113570,144170,153320,4,23.3,24.838,0,17.99,1.824e+09,12,"Q00981","Ubiquitin carboxyl-terminal hydrolase isozyme L1"
"Uchl3",-0.0825716944737229,8.58429515178316,0.424846687702939,0.51452849529846,0.999672994216681,119870,106130,118040,117880,134990,125740,128620,131320,133580,1,7,26.123,0,5.775,192750000,3,"Q91Y78","Ubiquitin carboxyl-terminal hydrolase isozyme L3"
"Ufc1",0.00187199691881536,6.20914890637041,0.00021749346983313,0.988233496455159,0.999672994216681,22911,20699,25748,22381,26524,23112,24811,23107,25988,2,10.2,19.492,0,4.2996,261340000,3,"Q6BBI8","Ubiquitin-fold modifier-conjugating enzyme 1"
"Ufl1",-0.0274204021263484,7.01218942678063,0.0467468896768679,0.828823832666075,0.999672994216681,41353,36547,43702,37996,44493,44790,40512,40338,45335,3,7.2,89.584,0,22.623,617200000,7,"B2GV24","E3 UFM1-protein ligase 1"
"Ufm1",-0.0185333135273053,5.89739541277654,0.0213162226649501,0.883920786451191,0.999672994216681,21565,15690,19096,17037,21176,21913,19121,18143,19333,1,17.6,9.1175,0,5.1349,585780000,4,"Q5BJP3","Ubiquitin-fold modifier 1"
"Uggt1",0.113270538900357,8.51008787555978,0.795349373878196,0.372487477891383,0.999672994216681,119670,106820,123920,118980,132440,117590,115900,107540,115790,8,9.2,176.43,0,64.18,1174700000,14,"Q9JLA3","UDP-glucose:glycoprotein glucosyltransferase 1"
"Ugt1a6;Ugt1a8;Ugt1a5;Ugt1a3;Ugt1a7c;Ugt1a2;Ugt1a1",-0.122314748476082,8.07952227254749,0.932854963366026,0.334122161847398,0.999672994216681,116760,62448,74106,82121,77407,127710,78824,78117,84300,2,7,60.131,0,15.092,808630000,6,"P08430;Q64634;Q64638;Q64637;Q64633;P20720;Q64550","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-8;UDP-glucuronosyltransferase 1-5;UDP-glucuronosyltransferase 1-3;UDP-glucuronosyltransferase 1-7;UDP-glucuronosyltransferase 1-2;UDP-glucuronosyltransferase 1-1"
"Uqcrc1",0.0540912560180358,8.99372854680813,0.181711981459586,0.669906100162148,0.999672994216681,154430,148960,176080,162210,186040,157520,165900,160070,171240,9,32.1,52.848,0,110.89,5208600000,24,"Q68FY0","Cytochrome b-c1 complex subunit 1, mitochondrial"
"Uqcrc2",-0.02323556082377,9.35943181735685,0.0336010492180776,0.854558013344088,0.999672994216681,193580,178290,218630,212300,240850,200760,219090,220250,229670,9,24.3,48.396,0,64.336,7.801e+09,29,"P32551","Cytochrome b-c1 complex subunit 2, mitochondrial"
"Uqcrfs1",-0.00987635072802193,7.19738522333015,0.00606293307831152,0.937935569254871,0.999672994216681,38815,41802,46025,52824,54710,40145,47875,50270,55575,4,13.9,29.445,0,11.598,1192400000,7,"P20788","Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11"
"Uqcrh",-0.0153275419501055,8.22498405817292,0.0146138211471225,0.903780033391939,0.999672994216681,89545,83195,97337,101700,103650,94849,95980,99876,104100,3,37.1,10.424,0,30.186,2990200000,9,"Q5M9I5","Cytochrome b-c1 complex subunit 6, mitochondrial"
"Uqcrq",-0.0545999868651843,7.58856501955796,0.18555532741857,0.666641916362789,0.999672994216681,62276,47483,70915,58872,62904,75502,61556,56433,63401,5,46.3,9.8492,0,10.485,3.396e+09,12,"Q7TQ16","Cytochrome b-c1 complex subunit 8"
"Urod",-0.0226523952863852,7.98746506839502,0.0319212181483408,0.85820067393779,0.999672994216681,78799,71127,83969,79625,88685,86011,83548,78965,86954,3,16.8,40.452,0,31.465,739750000,8,"P32362","Uroporphyrinogen decarboxylase"
"Usmg5",0.0129777634913797,7.77841168779967,0.0104666618703959,0.918513233483517,0.999672994216681,54181,73189,76251,75155,71727,60955,78104,72736,75090,3,44.8,6.4075,0,14.501,748780000,5,"Q9JJW3","Up-regulated during skeletal muscle growth protein 5"
"Uso1",0.111841730754002,7.88614846403001,0.775237464402323,0.378601661632095,0.999672994216681,67984,74648,75133,80478,92572,68731,69586,76379,82766,6,8.2,107.16,0,40.387,777760000,10,"P41542","General vesicular transport factor p115"
"Usp15",-0.0404607600654431,4.81706317029313,0.101311785015056,0.750261083755313,0.999672994216681,8172.2,8002.6,9567.1,8211.7,10574,8578.4,9425.7,9256.2,10339,1,3.2,109.25,0,7.3275,246550000,3,"Q9R085","Ubiquitin carboxyl-terminal hydrolase 15"
"Usp4",-0.0193253829784653,5.94658596071823,0.0231801467640267,0.87898954103845,0.999672994216681,18538,16000,21413,20391,21768,19689,20527,20435,20793,3,5.7,108.37,0,10.203,592640000,6,"B2GUZ1","Ubiquitin carboxyl-terminal hydrolase 4"
"Usp7",-0.0449427993814007,7.49243662437159,0.12568481971681,0.722948806828768,0.999672994216681,53178,47542,57982,58720,66990,53213,60842,58581,68232,3,4.4,128.43,0,12.74,306970000,8,"Q4VSI4","Ubiquitin carboxyl-terminal hydrolase 7"
"Vac14",0.0432408230171697,6.01155372948211,0.115874221073909,0.73355303913142,0.999672994216681,24161,16779,22409,19585,21213,24442,19958,18554,19924,2,4.7,88.067,0,4.9385,385950000,3,"Q80W92","Protein VAC14 homolog"
"Vamp3",-0.0352253710448576,8.04415268259536,0.0772162990464267,0.781105852064141,0.999672994216681,73169,74177,91673,81605,97257,78940,92492,84439,95557,3,39.8,11.48,0,97.223,1941300000,7,"P63025","Vesicle-associated membrane protein 3"
"Vapa",0.119327717128354,10.2661359927567,0.882833330942503,0.347426825548558,0.999672994216681,345490,411410,378760,430310,468210,326050,378610,397840,443710,10,51,27.841,0,65.356,1.3117e+10,34,"Q9Z270","Vesicle-associated membrane protein-associated protein A"
