TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
95775,72687,98533,83777,98137,110470,93649,86840,98039,4,16.6,34.157,0,29.338,1530500000,11,O70593,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Sgta
75234,57638,81963,70149,80068,82698,77479,71903,77077,4,13.4,23.656,0,35.98,2181800000,12,P17136;P63164,Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N,Snrpb;Snrpn
3664.6,3631.3,3218.5,3732.1,4488.3,3213,3357.8,3584.8,4056.9,1,11.9,11.557,0.0068966,1.3096,122290000,1,Q5I0H3,Small ubiquitin-related modifier 1,Sumo1
32419,28752,34347,32674,38168,33063,36483,37710,39011,2,23.2,10.871,0,7.6969,2306300000,5,P61959;Q5XIF4,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3,Sumo2;Sumo3
3562.4,2635.9,4130.9,3702.4,3921.8,3816.5,3578.7,3553.4,3795.2,1,19.1,14.904,0,6.11,340760000,3,P60192,SNARE-associated protein Snapin,Snapin
50016,24792,55608,40952,40465,60445,47783,45631,44930,1,2.6,69.946,0,16.649,388130000,3,P31647,Sodium- and chloride-dependent GABA transporter 3,Slc6a11
8561.5,8322.6,12504,9557.8,10510,8098,8813.9,8580.3,8358,1,2.5,135.95,0,17.229,333140000,3,Q9R1N3,Sodium bicarbonate cotransporter 3,Slc4a7
459360,583760,558260,624800,665730,474990,669850,667860,746520,32,36.3,113.05,0,101.08,15111000000,54,P06685,Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a1
1162400,1381700,1635300,1824100,1879700,1248500,1919600,2025900,2089500,45,48.4,112.22,0,323.31,96824000000,170,P06686,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2
102220,151450,156670,138780,169220,109200,161290,155170,175830,6,27.3,35.201,0,32.682,2279700000,16,P07340,Sodium/potassium-transporting ATPase subunit beta-1,Atp1b1
53636,90072,82439,108880,104920,53689,101610,128610,126070,3,12.1,33.412,0,34.393,4587900000,9,P13638,Sodium/potassium-transporting ATPase subunit beta-2,Atp1b2
7734.2,7601,8950.4,8894,9393.6,7514.3,9619.3,9239.6,9907.7,2,5.4,31.829,0,2.6357,103960000,3,Q63377,Sodium/potassium-transporting ATPase subunit beta-3,Atp1b3
53999,57985,73070,69047,77594,54252,77502,68099,71363,2,2.8,96.003,0,18.691,399810000,6,Q66HR0,Solute carrier family 12 member 9,Slc12a9
15921,16990,20037,17281,18370,9634.5,11153,11175,11754,3,11.2,38.234,0,7.8512,849290000,3,P27867,Sorbitol dehydrogenase,Sord
13712,13739,14246,16633,16927,15993,15344,16013,17980,2,4.7,51.96,0.0012804,1.7409,215260000,3,Q6AXV4,Sorting and assembly machinery component 50 homolog,Samm50
29223,23448,28563,27294,30997,30216,28310,28416,30691,1,1.3,59.044,0.0087227,1.1716,148170000,2,Q99N27,Sorting nexin-1,Snx1
78292,62579,92387,73058,89652,95505,93444,80843,90646,5,16.3,61.014,0,16.478,919500000,10,Q8K4V4,Sorting nexin-27,Snx27
108380,96732,114300,102390,115080,118800,118720,104440,117360,6,38.9,18.762,0,15.918,2046000000,13,Q5U211,Sorting nexin-3,Snx3
8973.8,8898.6,10589,10694,11234,10064,11898,11774,12636,2,8.6,34.296,0,2.8175,307220000,3,P16975,SPARC,Sparc
1756800,2007000,2242300,2300900,2611700,1820800,2352200,2358800,2614300,81,41.4,284.63,0,323.31,41068000000,198,P16086,"Spectrin alpha chain, non-erythrocytic 1",Sptan1
138620,142990,180660,171990,194140,135270,171600,164420,187350,6,2.4,271.06,0,18.658,3993800000,21,Q9QWN8,"Spectrin beta chain, non-erythrocytic 2",Sptbn2
172840,255950,230470,281660,296270,150970,282350,289900,314620,7,46,18.672,0,59.344,6682200000,19,Q6PEC4,S-phase kinase-associated protein 1,Skp1
22077,18951,22044,20291,22883,24050,20183,21926,21314,1,5,38.055,0,4.1978,101010000,3,Q5XIF5,Sphingolipid delta(4)-desaturase DES1,Degs1
183000,149740,182650,191480,193100,186670,185160,170300,183310,7,18.1,63.758,0,40.307,1605100000,16,Q8CHN6,Sphingosine-1-phosphate lyase 1,Sgpl1
439980,382970,499870,452710,510480,455730,492650,445740,487050,16,50.7,49.035,0,149.83,12143000000,46,Q63413;Q5U216,Spliceosome RNA helicase Ddx39b;ATP-dependent RNA helicase DDX39A,Ddx39b;Ddx39a
3408.2,4497.9,4506.1,4718.7,5111.1,3426.3,5006.9,4828.1,4695.5,1,3.6,49.89,0.001912,1.6859,63050000,1,Q6AXT8,Splicing factor 3A subunit 2,Sf3a2
6853.1,6021.7,8981.7,6037.2,8053.6,7343.7,7105.8,7637.2,7262.7,1,4,44.355,0,7.5422,58407000,1,Q6AYL5,Splicing factor 3B subunit 4,Sf3b4
64081,63084,72181,69430,80170,70317,74915,70367,71165,1,3.6,25.836,0,1.9464,330020000,3,Q7TP17,Splicing factor U2AF 26 kDa subunit,U2af1l4
32713,27389,34819,30039,33393,36094,29447,27853,30031,2,6.5,64.023,0,10.042,205310000,4,P52020,Squalene monooxygenase,Sqle
3551.1,3256.5,3550.8,3052.4,3943.6,4315.1,2811.1,3291.3,4039.6,1,3.1,48.106,0,4.6451,75976000,2,Q02769,Squalene synthase,Fdft1
88754,101740,107760,117500,130030,86634,109280,115560,127330,5,12,56.941,0,13.674,1042100000,8,Q66HL2,Src substrate cortactin,Cttn
512350,397540,473140,441200,509070,524460,462280,441900,495290,20,28.9,101.95,0,129.42,7701200000,46,Q66X93,Staphylococcal nuclease domain-containing protein 1,Snd1
70912,69052,75220,75511,93630,75174,85838,81074,91793,4,28.9,17.288,0,14.644,1787500000,9,P13668,Stathmin,Stmn1
50257,40051,55248,48548,60449,58194,61031,54726,63380,2,10.6,20.756,0,5.8449,825920000,4,P21818,Stathmin-2,Stmn2
99840,107460,123940,124550,141780,112410,115750,129530,135580,6,29.7,38.413,0,46.709,1385600000,14,Q4FZT0,"Stomatin-like protein 2, mitochondrial",Stoml2
574630,572000,632690,726350,744700,592860,656650,733640,725690,24,38.6,73.857,0,139.03,23153000000,77,P48721,"Stress-70 protein, mitochondrial",Hspa9
616020,555360,629430,612770,691820,604920,586810,589940,634130,20,41.3,62.569,0,79.792,11777000000,50,O35814,Stress-induced-phosphoprotein 1,Stip1
3372.4,2952.4,4100.5,3330.9,3780,3950.6,3308.2,2917.7,3348.4,2,5,86.225,0,9.5678,177220000,2,P70483,Striatin,Strn
115160,120540,133270,142450,160200,126710,147370,148430,164830,5,4.5,143.2,0,15.012,538690000,12,Q9Z1M9,Structural maintenance of chromosomes protein 1A,Smc1a
51572,58183,56873,46447,66911,54640,48148,57773,50687,3,3.7,138.45,0,8.0494,752720000,9,P97690,Structural maintenance of chromosomes protein 3,Smc3
347210,281500,378720,340410,367530,397950,372730,361320,369940,11,27.6,71.614,0,135.85,7829000000,35,Q920L2,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Sdha
59254,54785,61051,69845,74929,60089,66611,70403,72126,5,19.5,31.83,0,23.701,1938900000,10,P21913,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Sdhb
8486.5,5331.5,7703.3,6364.2,7299.8,10270,8248.5,7738.8,8481.9,1,8.5,19.524,0,2.5238,15271000,1,Q5RJQ7,"Succinate dehydrogenase assembly factor 2, mitochondrial",Sdhaf2
82811,100260,113050,136680,116450,88012,120390,135450,117680,6,16.4,56.131,0,29.311,713200000,11,P51650,"Succinate-semialdehyde dehydrogenase, mitochondrial",Aldh5a1
161790,221190,193710,241270,246400,149460,213200,234640,249470,8,33.2,36.148,0,66.597,4716600000,20,P13086,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Suclg1
864140,820730,975150,972990,958790,900830,1164300,1074400,1077600,14,30.3,61.123,0,92.535,1.11E+11,100,P10960,Sulfated glycoprotein 1,Psap
60244,57632,63978,62899,71323,64054,63329,62075,68292,5,20.9,38.512,0,22.982,2246900000,10,Q6AXQ0,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",Sae1
14501,11404,13954,14473,16746,19460,14237,14459,15537,2,27.2,18.007,0,8.7407,1219400000,5,P63281,SUMO-conjugating enzyme UBC9,Ube2i
307910,285240,329600,315360,325270,319160,332640,327660,316150,8,55.2,15.911,0,53.746,39856000000,37,P07632,Superoxide dismutase [Cu-Zn],Sod1
388340,184560,218530,161520,201850,495170,133920,123870,135190,5,19.8,24.674,0,18.201,11905000000,24,P07895,"Superoxide dismutase [Mn], mitochondrial",Sod2
40793,30040,36583,32523,37656,45679,36223,35140,37803,3,8,42.831,0,4.9819,114700000,3,Q56A18,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Smarce1
283720,179340,234660,209270,231550,319520,229480,210470,225590,12,42.3,43.118,0,75.156,6758900000,29,Q3MIE4,Synaptic vesicle membrane protein VAT-1 homolog,Vat1
15182,16177,16938,16770,17186,14493,15873,15754,16391,1,4,22.369,0,2.3639,180920000,2,Q5EGY4,Synaptobrevin homolog YKT6,Ykt6
15105,20274,22058,20843,22829,16787,18774,22832,22097,1,1.7,59.832,0,2.9286,64398000,3,Q80ZG1,Synembryn-A,Ric8a
127920,119190,152730,135980,155760,141990,149840,137220,154730,8,41.2,31.187,0,67.271,1361900000,16,G3V7P1,Syntaxin-12,Stx12
6080.5,5284.9,6168.7,5749.8,6581.5,5345.8,6719.6,5870.9,6707.2,1,6.1,29.85,0,5.3879,34862000,1,O70257,Syntaxin-7,Stx7
5577.1,3984.7,5036,5240.6,5315,6056.2,5153.3,4645.8,4951.4,1,5.1,66.695,0,6.6706,37583000,1,Q62753,Syntaxin-binding protein 2,Stxbp2
36251,27706,37667,33645,40368,34873,35771,33369,40373,2,11,32.423,0,9.9441,197010000,4,Q9JI92,Syntenin-1,Sdcbp
546220,534950,538300,614240,667880,530080,586990,633320,638330,19,47.8,60.359,0,165.92,7701500000,51,P28480,T-complex protein 1 subunit alpha,Tcp1
706300,670280,706030,746660,843910,740700,729620,766710,826760,30,66.7,57.458,0,234.87,25899000000,92,Q5XIM9,T-complex protein 1 subunit beta,Cct2
522460,457830,536980,538460,616870,546930,533680,559940,587090,16,41,58.099,0,91.929,12379000000,49,Q7TPB1,T-complex protein 1 subunit delta,Cct4
602950,601040,632710,694800,756690,615820,638110,693200,727280,28,66.5,59.536,0,163.04,25870000000,84,Q68FQ0,T-complex protein 1 subunit epsilon,Cct5
492850,438270,513420,520690,596470,506690,524670,525220,547280,21,49,60.646,0,101.08,18031000000,59,Q6P502,T-complex protein 1 subunit gamma,Cct3
229380,207410,255530,253350,281420,261020,267290,267820,286340,13,26.6,78.385,0,43.426,2831800000,25,P24155,Thimet oligopeptidase,Thop1
791060,663140,674400,731580,803420,648500,572820,659330,692380,9,66.7,11.673,0,41.85,26351000000,59,P11232,Thioredoxin,Txn
60954,62742,70608,70488,78607,65744,68682,69367,75885,3,21.2,19.018,0,13.481,1094800000,6,Q498E0,Thioredoxin domain-containing protein 12,Txndc12
346410,376600,391340,445820,462180,364760,362890,411390,428370,15,41.5,54.67,0,115.98,4972900000,33,O89049,"Thioredoxin reductase 1, cytoplasmic",Txnrd1
123400,118410,143220,141890,148980,140480,150630,149540,147800,5,29.2,28.295,0,52.093,3528400000,18,Q9Z0V6,"Thioredoxin-dependent peroxide reductase, mitochondrial",Prdx3
179850,204150,192150,218600,240500,168160,202890,220240,252130,6,36.7,32.249,0,72.897,3037400000,15,Q920J4,Thioredoxin-like protein 1,Txnl1
7790.5,4799.7,8896.9,6590.7,7048.8,7994.5,7475.4,6509.6,7088.3,2,8.5,33.865,0,4.7501,119520000,3,Q5XIK2,Thioredoxin-related transmembrane protein 2,Tmx2
277640,317030,336480,380170,364590,281440,341570,367950,381040,6,37.4,33.406,0,50.458,5871700000,20,P24329,Thiosulfate sulfurtransferase,Tst
146420,120560,130280,132120,146980,146740,119630,125450,132970,7,14,80.575,0,23.036,1751100000,15,Q5XHY5,"Threonine--tRNA ligase, cytoplasmic",Tars
12487,9037.1,9070.6,9397.1,10611,10947,8994,11102,9683,2,9.2,59.974,0,2.9439,101480000,3,P49430,Thromboxane-A synthase,Tbxas1
37353,30749,40380,38949,42931,41588,38801,35875,42681,1,0.9,108.25,0.001906,1.6405,431410000,3,Q5M7V8,Thyroid hormone receptor-associated protein 3,Thrap3
69674,70146,81528,79165,86265,69273,89886,83912,89526,4,12.8,53.486,0,16.417,703640000,7,P17164,Tissue alpha-L-fucosidase,Fuca1
45380,30145,33242,33279,40671,29510,23758,24637,28212,3,10.6,45.166,0,18.185,417320000,6,Q5M936,Torsin-3A,Tor3a
32799,25552,34198,27825,35265,38791,31519,29109,34980,2,10.6,20.302,0,8.3594,558010000,5,Q5U1Z2,Trafficking protein particle complex subunit 3,Trappc3
451090,428490,397320,509550,496220,433650,436850,520420,531540,16,43.9,37.46,0,54.989,24026000000,55,Q9EQS0,Transaldolase,Taldo1
29186,22567,32609,26182,31872,35986,29567,27209,31628,1,0.6,181.43,0,1.9326,216960000,3,Q8K1P7,Transcription activator BRG1,Smarca4
24238,18161,27731,22308,23611,29518,21923,19996,22801,2,6,33.893,0.00064103,1.752,286600000,2,Q4KLL0,Transcription elongation factor A protein 1,Tcea1
118960,87940,134570,107850,125540,145380,120210,113280,121260,5,44.6,12.473,0,99,2126000000,9,P83941,Transcription elongation factor B polypeptide 1,Tceb1
47943,50962,54344,59300,67470,47703,55084,59845,61628,3,20.3,13.17,0,5.9717,1416000000,8,P62870,Transcription elongation factor B polypeptide 2,Tceb2
327060,293770,350570,357950,393200,349560,359870,356380,392130,12,23.1,88.955,0,84.35,5161200000,37,O08629,Transcription intermediary factor 1-beta,Trim28
20720,16411,22943,19333,23415,23428,19820,19756,21004,1,9.8,33.418,0,11.468,580550000,4,Q68A21,Transcriptional activator protein Pur-beta,Purb
4155,4028,5125.7,3817.7,5041.9,4245.3,4203.8,3360.5,4911.8,1,3.8,50.501,0,5.2867,55940000,1,Q2EJA0,Transcriptional coactivator YAP1,Yap1
41486,41662,47200,43672,53064,50300,61052,63844,56862,4,5,85.875,0,19.709,111780000,6,Q99376,Transferrin receptor protein 1,Tfrc
430410,322780,500030,387520,448160,506110,441240,384060,423010,6,26.7,33.665,0,63.971,2926700000,19,P62997,Transformer-2 protein homolog beta,Tra2b
515970,436820,471190,489750,520090,489890,512950,486030,507230,9,60.1,21.782,0,76.755,11183000000,41,P61589,Transforming protein RhoA,Rhoa
396190,512320,548850,441070,701110,365600,598050,484230,650740,14,68.2,22.603,0,71.655,25624000000,58,P31232,Transgelin,Tagln
1211500,680380,794150,663780,1028600,1080300,633500,599940,807790,13,79.9,22.393,0,134.59,17380000000,52,Q5XFX0,Transgelin-2,Tagln2
24634,29939,35441,33451,40313,22021,36542,32118,37006,5,31.7,22.5,0,7.252,109500000,3,P37805,Transgelin-3,Tagln3
32044,10693,17368,12635,13853,45930,12837,13593,13205,1,1.8,86.705,0,11.709,198020000,3,Q9WUD2,Transient receptor potential cation channel subfamily V member 2,Trpv2
2019000,1949000,2052300,2201800,2420500,1961200,2192200,2256400,2419200,41,58.1,89.348,0,323.31,85353000000,202,P46462,Transitional endoplasmic reticulum ATPase,Vcp
1292800,1292300,1150300,1410500,1559200,1337300,1338600,1562100,1635100,28,61.5,67.643,0,311.02,91008000000,146,P50137,Transketolase,Tkt
1564.7,1155.1,2178.7,1471.5,1824.5,2012.4,1688.6,1920.3,1520,1,9.4,38.875,0,2.9648,67760000,1,Q62818,Translation initiation factor eIF-2B subunit beta,Eif2b2
312400,383220,330100,417620,442060,263330,364050,416850,397450,6,36,19.462,0,51.887,11814000000,26,P63029,Translationally-controlled tumor protein,Tpt1
86181,76983,86441,80252,83405,101790,87136,71209,76997,3,16,35.629,0,24.803,1390000000,10,Q7TPJ0,Translocon-associated protein subunit alpha,Ssr1
11440,9269.3,12055,10512,11977,13147,11315,10447,12061,2,16.8,18.979,0,3.1886,102840000,2,Q07984,Translocon-associated protein subunit delta,Ssr4
18889,15879,21180,17830,21661,22097,18370,22184,34579,1,3.5,21.484,0.0087282,1.1718,224990000,4,Q9EQL5,Transmembrane 4 L6 family member 4,Tm4sf4
39853,39997,40649,43265,49054,36943,41758,43531,45643,3,9.4,75.585,0,23.07,373980000,4,Q66HG5,Transmembrane 9 superfamily member 2,Tm9sf2
11766,6056.9,14184,7000.6,9578.6,16634,9998.9,7645.6,8593.8,1,8,21.175,0,6.7823,402690000,3,Q5I0H4,Transmembrane and coiled-coil domains protein 1,Tmco1
87740,85183,108030,103990,116600,90332,116870,106470,110940,4,27.9,24.857,0,30.182,2932100000,14,Q63584,Transmembrane emp24 domain-containing protein 10,Tmed10
30773,35402,37759,43455,44139,30255,43089,41988,41166,1,13.9,22.733,0,41.466,566450000,4,Q63524,Transmembrane emp24 domain-containing protein 2,Tmed2
40395,37284,43264,42508,47892,41012,49924,43341,47080,3,11.9,27.028,0,14.666,396220000,4,Q5I0E7,Transmembrane emp24 domain-containing protein 9,Tmed9
335490,150060,229190,208760,186880,344770,258390,232470,210900,3,7.2,63.731,0,15.667,13599000000,17,Q6P7C7,Transmembrane glycoprotein NMB,Gpnmb
27035,37894,40948,42878,44174,23288,52207,45107,48563,1,9.8,31.152,0,9.497,344070000,6,Q6AYA5,Transmembrane protein 106B,Tmem106b
37961,38762,43350,42934,48380,41661,44691,42666,46715,5,20.8,44.774,0,16.299,814270000,7,Q5XIP9,Transmembrane protein 43,Tmem43
165870,181140,186490,211130,220420,169720,192110,209570,208900,8,26,33.835,0,31.739,3774800000,22,P32089,"Tricarboxylate transport protein, mitochondrial",Slc25a1
1001900,1190700,1232700,1390000,1465800,1014400,1348000,1393800,1431000,29,49.4,82.664,0,246.14,28485000000,112,Q64428,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha
466810,538060,569480,633200,662290,469180,630560,621140,638420,19,44.4,51.414,0,130.69,17134000000,62,Q60587,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",Hadhb
782240,639580,659580,694270,791490,835880,695280,755770,837450,16,66.7,26.849,0,132.12,37239000000,62,P48500,Triosephosphate isomerase,Tpi1
10137,9352,13684,9655.3,11456,12581,10102,9684.6,11538,1,2.7,81.426,0,12.851,191680000,3,D3ZQG6,Tripartite motif-containing protein 2,Trim2
2550.8,2085.8,2735,2626.4,3024.2,3159.8,2821.5,3026.8,3630.9,1,3,80.795,0,8.298,42757000,1,O70277,Tripartite motif-containing protein 3,Trim3
48643,48267,54991,51626,61089,56884,63417,61985,68729,4,9.9,61.332,0,21.089,3355200000,12,Q9EQV6,Tripeptidyl-peptidase 1,Tpp1
144000,113120,140400,124890,146210,154940,129200,130630,144550,5,7.4,138.29,0,31.313,653530000,11,Q64560,Tripeptidyl-peptidase 2,Tpp2
318210,295060,352250,346050,395140,343970,358650,351320,390160,13,34.9,55.249,0,85.713,6218300000,34,Q6AYT3,tRNA-splicing ligase RtcB homolog,Rtcb
37788,35622,42343,40151,46727,36625,40558,43172,46878,4,21.9,39.491,0,34.426,654610000,7,P70566,Tropomodulin-2,Tmod2
185090,190830,228480,187780,297020,178220,213880,186590,253970,11,32.7,32.68,0,42.138,2216600000,16,P04692,Tropomyosin alpha-1 chain,Tpm1
218040,187940,205480,217410,252680,231920,194750,208420,233790,21,65.7,29.006,0,29.494,11880000000,34,Q63610,Tropomyosin alpha-3 chain,Tpm3
400190,354720,387390,359930,475940,412390,343640,337740,425790,22,65.3,28.509,0,67.94,26688000000,58,P09495,Tropomyosin alpha-4 chain,Tpm4
303170,253070,315980,277290,312000,244200,224680,218930,234300,11,31,54.143,0,70.306,5398900000,26,Q6P7B0,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",Wars
11784,10238,14770,11358,12960,12773,11116,11224,12741,1,4.7,40.04,0,6.4788,42561000,1,Q3B8N7,TSC22 domain family protein 4,Tsc22d4
3173500,3445300,3852700,3850100,4698600,3337400,4078200,4050900,4398300,32,70.7,50.135,0,323.31,3.44E+11,307,P68370;Q68FR8,Tubulin alpha-1A chain;Tubulin alpha-3 chain,Tuba1a;Tuba3a
191430,207450,222240,214380,268570,195340,232750,230610,240640,32,70.7,50.151,0,29.895,34114000000,41,Q6P9V9,Tubulin alpha-1B chain,Tuba1b
63364,48245,57718,55596,65569,70530,56643,52150,56750,31,65.7,49.937,0,19.828,777310000,6,Q6AYZ1,Tubulin alpha-1C chain,Tuba1c
33549,27893,35824,36102,40505,35467,38394,37023,40601,28,66.3,49.924,0,9.7265,523250000,5,Q5XIF6,Tubulin alpha-4A chain,Tuba4a
2470000,2313400,2759100,2600800,3140400,2638300,2760100,2688600,3031500,27,69,49.906,0,323.31,3.48E+11,223,P85108;Q3KRE8,Tubulin beta-2A chain;Tubulin beta-2B chain,Tubb2a;Tubb2b
29577,26098,31979,24364,32678,33221,27709,40824,28607,15,30.9,50.418,0,6.9989,2126700000,7,Q4QRB4,Tubulin beta-3 chain,Tubb3
834540,766220,949220,947100,1101000,827860,976240,970040,1042200,27,67.6,49.8,0,139.66,75747000000,71,Q6P9T8,Tubulin beta-4B chain,Tubb4b
271030,290470,296400,309190,386740,270290,308910,331820,356610,27,69.1,49.67,0,95.079,32791000000,35,P69897,Tubulin beta-5 chain,Tubb5
19409,18569,24792,20016,24372,22142,20398,20336,22707,1,6,51.1,0,14.321,299380000,5,P83888,Tubulin gamma-1 chain,Tubg1
36773,29446,33734,32394,38878,36473,35104,31705,36057,3,25.9,12.744,0.0025397,1.617,504350000,6,Q6PEC1,Tubulin-specific chaperone A,Tbca
7677.2,5001.2,6922,5575.4,7346.5,7681.6,7055.2,5999.2,6700.2,1,2.3,96.151,0,6.3013,226030000,2,Q5U2Y6,Tuftelin-interacting protein 11,Tfip11
17049,14156,19336,14045,20213,18775,16179,14255,18789,2,13.2,23.992,0,6.1434,420030000,3,Q6PCT3,Tumor protein D54,Tpd52l2
17161,16723,19531,19057,22544,18158,19574,18192,20024,1,2.6,44.077,0,4.9227,66770000,1,Q6IRE4,Tumor susceptibility gene 101 protein,Tsg101
8042.6,8729,9313.8,10118,10260,8319.2,9169.1,10175,11092,2,8.3,40.09,0,5.3234,153730000,2,Q5RJR2,Twinfilin-1,Twf1
7703.2,6467.1,7705.1,7382.6,8119.4,8345.7,8088.8,7271.7,8372.3,1,9.3,28.024,0.0019108,1.6844,43067000,1,Q4V888,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",Tmem55a
15070,6257.9,9089.8,5947.6,6859.1,14265,7494.1,6371.6,7680.8,1,2.2,50.746,0,2.868,40420000,1,P32577;P41243,Tyrosine-protein kinase CSK;Megakaryocyte-associated tyrosine-protein kinase,Csk;Matk
7710,4612.5,5932.7,4195,6446,5609.2,3812.3,5763.5,5255.6,2,7.6,58.659,0,3.2908,78817000,1,Q07014;P50545,Tyrosine-protein kinase Lyn;Tyrosine-protein kinase HCK,Lyn;Hck
17772,22047,21916,24954,27812,15326,17458,17035,21332,2,11.3,49.674,0,6.8971,218200000,3,P20417,Tyrosine-protein phosphatase non-receptor type 1,Ptpn1
